district,location,rooms,area,floor,total_floors,price
suraxani,gunesli,3,85,9,9,182500
suraxani,hovsan,2,57,5,9,96000
suraxani,zig,2,67,3,9,127000
suraxani,gunesli,3,74,8,15,181000
suraxani,hovsan,1,37,3,9,65000
suraxani,gunesli,2,61,1,14,109000
suraxani,gunesli,3,98,11,15,229500
suraxani,zig,4,96,5,5,127000
suraxani,gunesli,3,104,2,10,245000
suraxani,gunesli,4,125,6,9,245000
suraxani,zig,2,56,2,9,92500
suraxani,gunesli,3,84,2,15,204500
suraxani,gunesli,2,62,1,9,142000
suraxani,hovsan,3,85,7,7,137500
suraxani,gunesli,2,62,4,9,125500
suraxani,qaracuxur,3,74,11,11,148500
suraxani,zig,1,38,1,9,70000
suraxani,hovsan,3,72,4,9,93000
suraxani,zig,2,54,8,9,97500
suraxani,gunesli,3,97,4,10,237500
suraxani,gunesli,3,98,11,15,213000
suraxani,zig,2,60,6,14,93500
suraxani,hovsan,5,136,2,7,185000
suraxani,qaracuxur,2,63,4,4,138500
suraxani,qaracuxur,3,71,1,12,167500
suraxani,gunesli,2,69,5,10,152500
suraxani,gunesli,4,111,2,9,245000
suraxani,zig,4,125,6,9,167000
suraxani,qaracuxur,2,45,2,5,103500
suraxani,hovsan,3,78,4,5,133000
suraxani,hovsan,4,118,9,9,185000
suraxani,qaracuxur,1,42,3,5,90500
suraxani,qaracuxur,3,98,5,5,205000
suraxani,qaracuxur,3,105,7,12,220000
suraxani,zig,3,81,8,9,142500
suraxani,gunesli,3,101,14,14,183000
suraxani,hovsan,3,65,4,7,92000
suraxani,hovsan,4,95,5,9,124500
suraxani,gunesli,1,41,8,14,91500
suraxani,zig,2,65,3,5,80500
suraxani,zig,2,58,1,5,110500
suraxani,zig,2,50,3,9,70000
suraxani,zig,4,112,2,5,143500
suraxani,hovsan,4,93,3,5,130500
suraxani,qaracuxur,2,66,1,4,106500
suraxani,gunesli,5,123,5,15,245000
suraxani,qaracuxur,2,60,9,11,175000
suraxani,hovsan,3,76,2,7,101000
suraxani,zig,2,59,3,5,70000
suraxani,qaracuxur,2,65,1,5,135500
suraxani,gunesli,3,87,10,15,187000
suraxani,gunesli,3,90,9,9,235500
suraxani,hovsan,1,45,2,5,75500
suraxani,zig,5,134,3,5,210000
suraxani,qaracuxur,3,97,5,5,190000
suraxani,gunesli,3,80,4,9,199500
suraxani,hovsan,4,94,6,9,145500
suraxani,hovsan,5,119,3,9,185000
suraxani,gunesli,3,80,8,15,156000
suraxani,gunesli,2,67,3,9,180000
suraxani,zig,4,112,11,14,187500
suraxani,qaracuxur,2,67,12,12,134500
suraxani,qaracuxur,2,57,6,11,91000
suraxani,qaracuxur,1,40,3,4,80000
suraxani,zig,2,54,4,9,83500
suraxani,qaracuxur,2,65,3,11,175000
suraxani,zig,4,106,9,9,129500
suraxani,qaracuxur,3,102,4,4,190500
suraxani,gunesli,2,67,12,14,145500
suraxani,zig,3,90,2,14,112500
suraxani,zig,4,121,6,9,149000
suraxani,hovsan,2,60,3,7,97500
suraxani,qaracuxur,2,59,5,5,144000
suraxani,zig,3,77,9,9,148500
suraxani,qaracuxur,3,88,5,12,201500
suraxani,hovsan,3,75,2,7,138500
suraxani,qaracuxur,2,66,3,4,173000
suraxani,qaracuxur,3,85,2,4,212500
suraxani,hovsan,4,105,3,7,185000
suraxani,gunesli,5,154,2,14,245000
suraxani,zig,2,61,7,14,121500
suraxani,zig,4,128,10,14,210000
suraxani,qaracuxur,2,51,2,5,117000
suraxani,hovsan,4,95,3,9,124500
suraxani,qaracuxur,3,88,9,12,206000
suraxani,hovsan,4,108,1,5,185000
suraxani,zig,4,112,2,5,210000
suraxani,gunesli,4,111,11,15,245000
suraxani,gunesli,1,36,9,14,108500
suraxani,gunesli,2,75,5,9,152500
suraxani,gunesli,3,77,2,15,149500
suraxani,zig,4,121,8,9,210000
suraxani,qaracuxur,2,66,11,12,141500
suraxani,gunesli,3,86,4,14,186000
suraxani,gunesli,3,105,9,15,240000
suraxani,gunesli,3,97,13,14,229000
suraxani,gunesli,2,61,5,10,135500
suraxani,zig,2,54,1,5,71000
suraxani,hovsan,3,93,4,5,167000
suraxani,gunesli,3,73,9,10,174500
suraxani,hovsan,4,95,4,5,172000
suraxani,gunesli,3,88,5,9,179500
suraxani,gunesli,4,126,4,15,245000
suraxani,qaracuxur,2,67,3,11,159500
suraxani,zig,3,82,9,9,156500
suraxani,qaracuxur,2,68,5,5,164000
suraxani,qaracuxur,2,52,1,11,126000
suraxani,qaracuxur,1,45,3,4,97500
suraxani,qaracuxur,3,103,3,12,194000
suraxani,zig,3,87,11,14,173000
suraxani,zig,3,100,6,9,139000
suraxani,zig,2,59,1,14,107000
suraxani,hovsan,3,88,1,9,155500
suraxani,qaracuxur,3,72,1,4,107500
suraxani,qaracuxur,2,53,4,4,92500
suraxani,gunesli,3,94,9,10,241500
suraxani,gunesli,2,60,3,15,113500
suraxani,gunesli,3,70,10,15,168000
suraxani,qaracuxur,2,61,7,11,116000
suraxani,qaracuxur,3,85,7,12,192000
suraxani,hovsan,2,40,2,9,65000
suraxani,gunesli,3,95,3,15,215500
suraxani,zig,1,35,3,14,70000
suraxani,qaracuxur,4,117,3,4,220000
suraxani,qaracuxur,3,94,2,11,178500
suraxani,zig,2,64,2,14,109500
suraxani,zig,5,149,4,5,210000
suraxani,zig,3,83,3,9,107500
suraxani,gunesli,3,98,9,15,240500
suraxani,hovsan,4,92,5,7,185000
suraxani,zig,2,56,9,9,116000
suraxani,hovsan,3,81,6,7,121500
suraxani,gunesli,2,70,4,15,128000
suraxani,hovsan,2,48,1,9,65000
suraxani,gunesli,3,105,8,10,245000
suraxani,zig,4,125,7,9,151500
suraxani,zig,4,124,8,9,210000
suraxani,zig,2,56,1,5,73500
suraxani,qaracuxur,4,94,4,11,176000
suraxani,hovsan,1,34,1,5,65000
suraxani,zig,5,132,10,14,210000
suraxani,zig,1,45,3,5,70000
suraxani,qaracuxur,2,53,11,12,111500
suraxani,qaracuxur,2,58,4,5,165000
suraxani,zig,5,125,9,14,210000
suraxani,gunesli,3,91,3,14,162500
suraxani,zig,2,68,7,14,114500
suraxani,zig,5,119,5,9,203000
suraxani,qaracuxur,3,96,2,5,195000
suraxani,hovsan,4,120,4,7,185000
suraxani,gunesli,2,65,13,14,136000
suraxani,gunesli,4,105,10,15,222000
suraxani,gunesli,3,105,1,15,234000
suraxani,gunesli,2,68,3,10,145500
suraxani,zig,5,118,11,14,193500
suraxani,hovsan,5,144,5,9,185000
suraxani,hovsan,4,96,2,7,185000
suraxani,qaracuxur,2,53,3,11,80000
suraxani,gunesli,2,69,4,9,170500
suraxani,zig,3,96,9,14,151000
yasamal,yasamal,3,149,3,16,590500
yasamal,yasamal,3,74,6,16,236000
yasamal,yasamal,3,153,2,5,567000
yasamal,yasamal,3,121,8,19,437000
yasamal,yasamal,2,54,6,9,156000
yasamal,yasamal,3,151,4,16,413500
yasamal,yasamal,3,131,5,5,401000
yasamal,yasamal,1,46,11,19,183000
yasamal,yasamal,2,59,1,9,149500
yasamal,yasamal,3,112,17,19,440500
yasamal,yasamal,2,52,8,16,130000
yasamal,yasamal,2,78,3,9,195500
yasamal,yasamal,3,137,6,9,487500
yasamal,yasamal,2,48,8,9,155000
yasamal,yasamal,2,78,13,16,201500
yasamal,yasamal,3,115,13,16,463500
yasamal,yasamal,3,81,4,16,239500
yasamal,yasamal,2,60,9,9,130000
yasamal,yasamal,2,64,6,16,189500
yasamal,yasamal,2,60,1,9,130000
yasamal,yasamal,4,112,1,9,432500
yasamal,yasamal,3,88,17,19,326500
yasamal,yasamal,1,37,15,18,130000
yasamal,yasamal,4,158,18,18,574500
yasamal,yasamal,3,80,4,5,227500
yasamal,yasamal,2,80,4,19,279500
yasamal,yasamal,3,151,6,9,566500
yasamal,yasamal,2,54,9,9,130000
yasamal,yasamal,2,71,15,19,235000
yasamal,yasamal,3,91,14,19,295500
yasamal,yasamal,2,70,17,18,187000
yasamal,yasamal,3,137,3,9,566500
yasamal,yasamal,3,150,13,19,479500
yasamal,yasamal,3,154,5,19,538000
yasamal,yasamal,3,122,9,19,435000
yasamal,yasamal,3,109,1,9,281000
yasamal,yasamal,3,88,3,5,374500
yasamal,yasamal,2,57,7,16,235500
yasamal,yasamal,2,65,7,19,225000
yasamal,yasamal,3,109,15,18,320500
yasamal,yasamal,3,77,8,16,249000
yasamal,yasamal,4,159,9,9,463000
yasamal,yasamal,3,134,16,19,548500
yasamal,yasamal,2,53,2,5,138500
yasamal,yasamal,5,192,5,9,650000
yasamal,yasamal,4,119,8,9,394500
yasamal,yasamal,1,41,18,19,138000
yasamal,yasamal,2,52,1,5,130000
yasamal,yasamal,2,50,4,5,165000
yasamal,yasamal,3,154,5,19,620500
yasamal,yasamal,2,51,8,9,141500
yasamal,yasamal,3,147,7,9,483500
yasamal,yasamal,2,67,4,5,218000
yasamal,yasamal,2,57,19,19,172000
yasamal,yasamal,2,55,5,19,200500
yasamal,yasamal,2,78,3,9,250500
yasamal,yasamal,3,152,9,18,650000
yasamal,yasamal,2,68,8,18,154000
yasamal,yasamal,4,108,1,5,347500
yasamal,yasamal,1,40,4,5,140500
yasamal,yasamal,4,101,11,16,298500
yasamal,yasamal,2,50,1,5,139500
yasamal,yasamal,2,81,9,19,216000
yasamal,yasamal,3,95,5,19,313500
yasamal,yasamal,2,74,4,9,218500
yasamal,yasamal,2,76,3,9,223000
yasamal,yasamal,3,77,8,9,344500
yasamal,yasamal,3,79,2,5,358500
yasamal,yasamal,3,110,7,9,304500
yasamal,yasamal,2,75,17,18,197000
yasamal,yasamal,2,74,11,18,219500
yasamal,yasamal,4,160,1,5,401500
yasamal,yasamal,2,59,4,16,169000
yasamal,yasamal,2,71,16,18,173500
yasamal,yasamal,1,36,9,9,130000
yasamal,yasamal,2,63,12,16,223000
yasamal,yasamal,2,62,10,18,173500
yasamal,yasamal,3,106,10,18,366500
yasamal,yasamal,3,94,11,16,398000
yasamal,yasamal,3,104,5,9,443500
yasamal,yasamal,3,100,1,19,420000
yasamal,yasamal,5,185,9,9,612000
yasamal,yasamal,3,149,13,16,523500
yasamal,yasamal,3,110,12,18,310000
yasamal,yasamal,3,72,1,19,242000
yasamal,yasamal,3,141,4,19,411500
yasamal,yasamal,3,119,17,18,412000
yasamal,yasamal,2,51,2,9,130000
yasamal,yasamal,2,72,11,19,226500
yasamal,yasamal,3,149,3,5,462000
yasamal,yasamal,3,147,12,19,599500
yasamal,yasamal,3,147,7,16,490000
yasamal,yasamal,4,115,2,19,303500
yasamal,yasamal,2,60,15,19,238000
yasamal,yasamal,2,48,1,9,130000
yasamal,yasamal,3,127,9,9,468000
yasamal,yasamal,2,69,5,9,227000
yasamal,yasamal,2,64,2,5,183000
yasamal,yasamal,4,150,8,18,508000
yasamal,yasamal,3,142,1,5,499500
yasamal,yasamal,1,34,9,9,130000
yasamal,yasamal,3,95,7,9,306500
yasamal,yasamal,3,105,8,16,329000
yasamal,yasamal,2,72,7,19,230500
yasamal,yasamal,3,76,3,9,187000
yasamal,yasamal,2,71,3,19,175500
yasamal,yasamal,3,102,16,18,426000
yasamal,yasamal,4,100,12,18,297000
yasamal,yasamal,4,137,9,16,409500
yasamal,yasamal,1,36,3,9,156000
yasamal,yasamal,2,51,5,5,153000
yasamal,yasamal,4,108,1,5,373500
yasamal,yasamal,3,129,9,9,409000
yasamal,yasamal,3,127,7,18,350500
yasamal,yasamal,2,59,4,18,173000
yasamal,yasamal,3,76,2,5,266000
yasamal,yasamal,3,137,15,16,441000
yasamal,yasamal,2,74,7,16,235500
yasamal,yasamal,2,77,2,19,196000
yasamal,yasamal,3,108,13,19,346000
yasamal,yasamal,3,119,4,19,382000
yasamal,yasamal,3,118,15,19,398500
yasamal,yasamal,3,80,12,19,208000
yasamal,yasamal,2,55,1,18,130000
yasamal,yasamal,3,135,8,16,504500
yasamal,yasamal,2,55,6,9,168500
yasamal,yasamal,2,74,10,16,271500
yasamal,yasamal,4,153,3,5,443500
yasamal,yasamal,3,133,6,19,548500
yasamal,yasamal,1,47,4,9,158000
yasamal,yasamal,3,113,1,9,307000
yasamal,yasamal,3,79,5,5,265500
yasamal,yasamal,2,68,13,18,190500
yasamal,yasamal,3,147,1,5,557500
yasamal,yasamal,3,99,4,9,322000
yasamal,yasamal,2,76,11,19,245000
yasamal,yasamal,3,131,16,18,480500
yasamal,yasamal,3,108,5,5,425500
yasamal,yasamal,3,78,5,5,247000
yasamal,yasamal,3,87,2,16,353500
yasamal,yasamal,4,152,3,5,438000
yasamal,yasamal,4,129,13,19,467000
yasamal,yasamal,3,71,9,16,222500
yasamal,yasamal,3,67,5,5,247500
yasamal,yasamal,4,138,4,9,407500
yasamal,yasamal,1,41,15,16,130500
yasamal,yasamal,2,65,3,19,218500
yasamal,yasamal,4,163,6,19,572500
yasamal,yasamal,2,82,3,9,244000
yasamal,yasamal,4,127,14,19,302000
yasamal,yasamal,1,35,4,5,160000
yasamal,yasamal,3,89,4,5,335000
yasamal,yasamal,4,105,9,16,368000
yasamal,yasamal,4,157,9,19,494000
yasamal,yasamal,2,77,1,19,270500
yasamal,yasamal,2,48,17,18,165500
yasamal,yasamal,3,146,6,9,540500
yasamal,yasamal,2,82,1,5,220000
yasamal,yasamal,2,69,9,18,228000
yasamal,yasamal,2,53,14,19,214000
yasamal,yasamal,3,115,6,16,336000
yasamal,yasamal,2,59,3,9,131000
yasamal,yasamal,4,126,8,9,331000
yasamal,yasamal,4,158,14,18,430500
yasamal,yasamal,2,63,5,5,169000
yasamal,yasamal,3,131,15,18,507000
yasamal,yasamal,4,141,13,19,434500
yasamal,yasamal,3,83,9,16,241500
yasamal,yasamal,2,81,8,9,206500
yasamal,yasamal,3,78,2,9,215500
yasamal,yasamal,3,105,2,9,397500
yasamal,yasamal,3,63,9,9,187500
yasamal,yasamal,4,163,1,18,479500
yasamal,yasamal,4,113,4,5,436500
yasamal,yasamal,3,87,6,9,243500
yasamal,yasamal,3,63,16,18,222000
yasamal,yasamal,2,76,7,19,218500
yasamal,yasamal,2,62,6,9,194000
yasamal,yasamal,3,76,9,18,273000
yasamal,yasamal,2,58,5,16,130000
yasamal,yasamal,3,135,10,18,453500
yasamal,yasamal,3,64,4,16,227500
yasamal,yasamal,1,39,11,18,130000
yasamal,yasamal,5,198,9,19,542000
yasamal,yasamal,2,57,8,18,185500
yasamal,yasamal,3,128,9,9,452000
yasamal,yasamal,4,124,3,18,318500
yasamal,yasamal,4,114,14,19,341000
yasamal,yasamal,3,122,4,5,433000
yasamal,yasamal,3,108,5,5,342500
yasamal,yasamal,2,70,5,16,191500
yasamal,yasamal,2,70,5,19,170000
yasamal,yasamal,4,153,5,5,478000
yasamal,yasamal,3,135,4,5,418000
yasamal,yasamal,4,134,2,5,332000
yasamal,yasamal,1,33,6,18,143000
yasamal,yasamal,3,117,2,9,428500
yasamal,yasamal,2,79,4,18,245000
yasamal,yasamal,3,93,17,19,296500
yasamal,yasamal,3,85,5,5,274000
yasamal,yasamal,3,109,3,18,410500
yasamal,yasamal,4,159,7,19,610000
yasamal,yasamal,3,128,1,16,447000
yasamal,yasamal,3,120,8,19,392500
yasamal,yasamal,3,111,7,16,363500
yasamal,yasamal,4,130,5,5,391500
yasamal,yasamal,3,125,2,5,468000
yasamal,yasamal,3,85,1,5,276000
yasamal,yasamal,3,146,6,18,562500
yasamal,yasamal,4,137,5,18,468000
yasamal,yasamal,4,139,10,16,482500
yasamal,yasamal,2,67,18,19,141000
yasamal,yasamal,3,126,3,16,447000
yasamal,yasamal,2,59,10,19,154500
yasamal,yasamal,4,127,7,19,362000
yasamal,yasamal,3,148,1,9,538000
yasamal,yasamal,3,98,5,19,325000
yasamal,yasamal,3,112,12,18,343000
yasamal,yasamal,3,134,1,5,461500
yasamal,yasamal,2,61,11,16,233000
yasamal,yasamal,3,69,1,9,233000
yasamal,yasamal,3,71,1,18,201500
yasamal,yasamal,3,65,8,19,271500
yasamal,yasamal,2,69,1,5,188500
yasamal,yasamal,3,128,1,9,506000
yasamal,yasamal,4,160,12,16,467000
yasamal,yasamal,3,122,16,16,372500
yasamal,yasamal,4,110,4,9,307000
yasamal,yasamal,3,139,5,9,506000
yasamal,yasamal,3,145,16,16,452000
yasamal,yasamal,2,48,3,5,185500
yasamal,yasamal,4,133,11,18,416500
yasamal,yasamal,2,65,7,9,223500
yasamal,yasamal,3,149,2,19,479500
yasamal,yasamal,3,98,4,19,343000
yasamal,yasamal,4,141,1,9,367500
yasamal,yasamal,2,64,10,18,157500
yasamal,yasamal,3,85,8,18,327500
yasamal,yasamal,4,161,16,18,378000
yasamal,yasamal,2,62,16,16,204500
yasamal,yasamal,3,143,3,19,477000
yasamal,yasamal,2,63,1,5,195500
yasamal,yasamal,3,98,1,5,278500
yasamal,yasamal,5,186,2,16,639000
yasamal,yasamal,3,137,6,19,425000
yasamal,yasamal,4,164,9,16,512500
yasamal,yasamal,4,114,7,18,366500
yasamal,yasamal,2,72,10,16,198000
yasamal,yasamal,2,60,11,16,190000
yasamal,yasamal,4,148,8,19,494500
